,success_rate,makespan,time_cost,waiting_time,travel_dist,efficiency
0,1.0,39.32022497848183,16.6276581822398,2.6100679660340043,51.3172297256413,1.0440271864136017
1,1.0,34.916515758375795,15.88611983577382,1.8926422549758073,51.261962967417496,0.7570569019903229
2,1.0,34.20916649129263,16.35670317430908,2.71107223303759,44.37298306168737,1.084428893215036
3,1.0,31.836595865470876,15.599457923006687,1.6623366039647478,48.00830828507223,0.6649346415858992
4,1.0,34.971686645737975,16.032983988508693,1.5201901819115748,44.11092759125454,0.60807607276463
5,1.0,31.596226722383268,13.219244768354665,2.9374077817853332,44.47002972113137,1.1749631127141333
6,1.0,35.70935395888694,16.192828830962263,3.080486047921027,47.467363331343876,1.2321944191684109
7,1.0,35.56375135601113,15.430770793042646,2.6850032229334118,48.88715215571871,1.0740012891733648
8,1.0,38.98162442580825,16.879324733938844,2.548319357562825,54.211179661840475,1.01932774302513
9,1.0,36.78489021429363,19.21256216933227,2.641808737757274,54.928213920636836,1.0567234951029094
10,1.0,35.034382729541015,16.915501946939244,1.8218133345489584,51.862661243944096,0.7287253338195832
11,1.0,34.0943717424422,16.118924132908802,1.9667272676808019,50.782989566587204,0.7866909070723206
12,1.0,30.14388964888734,11.48352952034476,1.7143462628171051,52.323426451029974,0.685738505126842
13,1.0,34.61556779233627,15.7529487383572,2.46268917682004,52.896991441664404,0.9850756707280162
14,1.0,30.067754625406824,13.814880789830113,1.8812375342111847,47.53726815445627,0.7524950136844738
15,1.0,35.503178258527946,16.77249866598868,2.4540023584518993,49.429469494863135,0.9816009433807596
16,1.0,33.261357593605595,15.945285004885491,2.254814339739067,44.501451973768226,0.9019257358956267
17,1.0,38.208649297219445,18.636930616540006,3.2141667387261394,50.07006540237915,1.2856666954904556
18,1.0,35.68839316721987,15.575697215714927,3.237679901112249,52.20320627319022,1.2950719604448995
19,1.0,37.38793581058474,16.09109926315992,3.6413173005106168,53.64273072803939,1.456526920204247
20,1.0,34.207104911676396,14.489855508827485,2.033388984789326,45.8178878121431,0.8133555939157305
21,1.0,32.55791194229607,15.466392734208656,2.1752420310847094,49.79892040805119,0.8700968124338836
22,1.0,33.9784432330918,15.49358072259384,2.5813090131043657,51.45971535099699,1.0325236052417461
23,1.0,31.772834281479827,14.97291923894187,2.009235062234723,48.774066955595835,0.8036940248938891
24,1.0,33.25970195928553,16.36123443462671,2.2229104932954242,41.007599955364284,0.8891641973181698
25,1.0,34.07121445468082,16.08376516404297,1.066774261846114,57.62919672610639,0.4267097047384456
26,1.0,33.84984000536782,15.84507187613996,1.871002300370225,44.392686411412264,0.74840092014809
27,1.0,34.20063347285638,16.819655722125148,2.5194080591981085,48.54252422712486,1.0077632236792433
28,1.0,33.09134157544109,14.760667706574866,2.1181616451479224,44.285409836209524,0.8472646580591688
29,1.0,37.69967268566102,16.154353691057153,3.153280604737019,53.16382051772717,1.2613122418948075
30,1.0,33.3355454897199,14.719720688602996,1.830573150215148,57.382512303722365,0.7322292600860593
31,1.0,44.003098931120675,21.19322775127226,1.7390351867242693,62.85970311465392,0.6956140746897077
32,1.0,30.57501738067286,12.563153585920274,1.8751963049234415,47.06760924685355,0.7500785219693766
33,1.0,35.857925895678555,16.355233419734475,3.920529949697593,43.667662239695765,1.5682119798790375
34,1.0,41.25520367971054,18.89204501913466,3.439595765342072,59.66831794272277,1.375838306136829
35,1.0,31.964216235411065,15.025545023755203,2.609343706330878,48.65916162656408,1.0437374825323515
36,1.0,29.050134203492437,13.478513773683833,1.7424312448100694,43.42004917540387,0.6969724979240277
37,1.0,33.643097377461764,14.189679860041872,2.2843063155045593,45.61636665988261,0.9137225262018238
38,1.0,37.42919141511708,17.025911232465717,3.1830342933563807,51.10083775194195,1.2732137173425524
39,1.0,29.132633445074898,13.262512996147843,2.4568461451606067,45.03361466057693,0.9827384580642428
40,1.0,38.30381385611802,17.318021646256813,4.138364650944201,51.652732791701986,1.6553458603776807
41,1.0,35.183965822248275,15.383542354606286,2.7061893637578343,52.4638034107532,1.0824757455031337
42,1.0,29.015106255013816,13.35496174739037,1.2033440316228594,41.07848877497798,0.48133761264914376
43,1.0,33.76724870351957,16.95814319603236,1.6049337036300986,50.89514342601742,0.6419734814520394
44,1.0,39.75462289336458,17.36154056326369,3.5572849127625377,54.59241899346469,1.4229139651050149
45,1.0,40.758844519836,18.472613763049182,2.627592633890844,51.11515940217277,1.0510370535563378
46,1.0,31.95378703308429,14.901842436897857,2.08026965464263,48.93914667753063,0.8321078618570518
47,1.0,35.947292226599785,16.200220304480105,2.6374595641760603,49.67971870024446,1.054983825670424
48,1.0,37.06763420492809,17.129765201836538,3.171836716719132,50.45603489574166,1.2687346866876525
49,1.0,36.788071745295454,17.426538443281213,3.708872798015031,46.942579996160795,1.483549119206013
